m,n,R,s,seed,ker_dim,s_val,decomp_error,w
10,,41,11,0,36,0.0097938334430032,4.060165838210389,0.7890006683293393
10,,41,12,0,36,0.0063140773409736,4.071466406301102,0.7116991294464425
10,,41,13,0,36,0.0092916666864682,4.078872643208618,0.7906578606883032
10,,41,14,0,36,0.0060081219916363,3.9652741038874457,0.7539283914890049
10,,41,15,0,36,0.005948399552749,3.972251431516288,0.7426342671997357
10,,41,16,0,36,0.0062115883873636,4.107358300909852,0.7840152690145561
10,,41,17,0,36,0.0082504647657233,3.971550836728339,0.7494408048962058
10,,41,18,0,36,0.0060226575906324,3.982430016794157,0.7604451565488892
10,,41,19,0,36,0.0041397046780719,3.95863635436287,0.8046363013243596
10,,41,20,0,36,0.0037881337295386,3.94755963819221,0.7122478484576047
10,,41,21,0,36,0.0040532729306313,3.891126522846605,0.7089659603320884
10,,41,22,0,36,0.0041749429450108,3.90220880960419,0.7729763172416915
10,,41,23,0,36,0.0028751120894219,3.9493526893603095,0.7992370628471027
10,,41,24,0,36,0.0019732761818762,3.9227804378534943,0.8690834827794358
10,,41,25,0,36,0.0034669743073026,3.8856260946328502,0.7989137412511472
10,,41,26,0,36,0.0027482953743434,3.895384341297312,0.77176388699256
10,,41,27,0,36,0.0015981430529711,3.8336022167987114,0.7901887911690564
10,,41,28,0,36,0.0015524843908017,3.948053548358225,0.7628818168211486
10,,41,29,0,36,0.0017167203583057,3.81234494119273,0.8404920624333246
10,,41,30,0,36,0.0010410180842913,3.788747947888393,0.8601383419131771
10,,41,31,0,36,0.0006788720471691,3.783072420336929,0.8599465302514524
10,,41,32,0,36,0.0008168126976847,3.233353461027573,0.882771563986546
10,,41,33,0,36,0.001104971860473,3.7369428260746336,0.8244669824153507
10,,41,34,0,36,0.0010079915181926,3.6398561481251734,0.8688990199765553
10,,41,35,0,36,0.0001149596611096,3.142660215426035,0.8652527313272871
10,,42,36,0,78,0.0099112708444877,5.887138704671167,0.8100159040047777
10,,42,37,0,78,0.0097551779425516,5.951716560788209,0.8817429284173263
10,,42,38,0,78,0.0089517765712422,6.010885164100947,0.7982441840998622
10,,42,39,0,78,0.0085310391576242,8.427753130252091,0.8138408975273067
10,,42,40,0,78,0.0097505755480337,5.963335409719129,0.8443833288782201
10,,42,41,0,78,0.0063136979519258,5.964330097764437,0.8557103358268857
10,,42,42,0,78,0.0042920431741605,5.973674710357398,0.8838359372622854
11,,49,0,0,15,0.0044804881043874,2.7176919389047107,
11,,49,1,0,15,0.0030838391631805,2.7281560732741545,0.6141580350704033
11,,49,2,0,15,0.0035653375782242,2.753123389094385,0.6626998447571768
11,,49,3,0,15,0.0044518380209714,2.747034204550575,0.8598627351857356
11,,49,4,0,15,0.0038775180904044,2.6803887013348207,0.6213130484048441
11,,49,5,0,15,0.0036327135168849,2.733960947688683,0.8436530348435559
11,,49,6,0,15,0.0021573728619875,2.746870301686838,0.7973082209774135
11,,49,7,0,15,0.0027378737532303,2.690754296709181,0.7737946270704574
11,,49,8,0,15,0.0028606861944676,2.740140384299616,0.7202729471909928
11,,49,9,0,15,0.0017389430674176,2.732784580654856,0.7793008991155653
