m,n,R,s,seed,ker_dim,s_val,decomp_error,w
13,,68,20,0,20,0.005136293167244322,2.848589439860483e-11,4.440892098500626e-16
13,,68,21,0,21,0.00552181179713084,1.7398231420228604e-10,3.3306690738754696e-16
13,,68,22,0,22,0.005262200308140028,3.709815281526606e-11,4.440892098500626e-16
13,,68,23,0,23,0.005147436870619956,3.3484492451406765e-10,3.3306690738754696e-16
13,,68,24,0,24,0.0050918351905212145,5.858983995448806e-11,3.3306690738754696e-16
13,,68,25,0,25,0.0046372383232932,1.0251129879817043e-11,5.551115123125783e-16
13,,68,26,0,26,0.005728879121232608,1.2357726084346792e-11,4.440892098500626e-16
13,,68,27,0,27,0.006145041582884588,9.427702728498983e-11,6.661338147750939e-16
13,,68,28,0,28,0.005500428345917193,2.0843411899913067e-09,4.440892098500626e-16
13,,68,29,0,29,0.0052079600716404715,1.6899089248228196e-11,5.551115123125783e-16
13,,68,30,0,30,0.005932801616473002,6.722363247242021e-11,4.440892098500626e-16
13,,68,31,0,31,0.005828520198755363,1.8703204262880482e-10,3.3306690738754696e-16
13,,68,32,0,32,0.005721399378377629,9.34891121237019e-12,6.661338147750939e-16
13,,68,33,0,33,0.004503148400699559,1.5449108640489151e-10,4.440892098500626e-16
13,,68,34,0,34,0.005129942699539716,1.0950055122700613e-10,7.771561172376096e-16
13,,68,35,0,35,0.0052224466542735454,4.519936975322886e-11,5.551115123125783e-16
13,,68,36,0,36,0.005378760618069061,5.853611112598808e-11,6.661338147750939e-16
13,,68,37,0,37,0.005042449359741875,5.943134256186117e-11,8.881784197001252e-16
13,,68,38,0,38,0.006324827082249601,1.743515324476647e-09,5.551115123125783e-16
13,,68,39,0,39,0.005361355609151665,1.0872037248200182e-10,5.551115123125783e-16
13,,68,40,0,40,0.005709626769250634,9.281075074094191e-11,5.551115123125783e-16
13,,68,41,0,41,0.00570265172357104,7.973737625978073e-10,4.440892098500626e-16
13,,68,42,0,42,0.0062389365768535125,6.557606587326661e-11,4.440892098500626e-16
13,,68,43,0,43,0.004893009959060745,1.873597376140378e-10,5.551115123125783e-16
13,,68,44,0,44,0.006595883392263337,1.4290151334698221e-10,7.771561172376096e-16
13,,68,45,0,45,0.006997303730451745,3.567850355222512e-10,5.551115123125783e-16
13,,68,46,0,46,0.007883524949148958,7.890663058610091e-11,4.440892098500626e-16
13,,68,47,0,47,0.0059341910285042295,2.731154653543693e-10,5.551115123125783e-16
13,,68,48,0,48,0.005062390183493543,1.7245948170242438e-10,6.661338147750939e-16
13,,69,49,0,49,0.00023666674594789133,2.3605556774639794e-09,9.992007221626409e-16
13,,69,50,0,50,6.12343208122177e-05,7.917784609465671e-10,7.771561172376096e-16
13,,69,51,0,51,0.0005090923881233446,4.3418592183108236e-10,6.661338147750939e-16
13,,69,52,0,52,0.00044145512274214695,6.075944413272071e-09,3.3306690738754696e-16
13,,69,53,0,53,0.0005522974792154792,1.9607233924554888e-09,5.551115123125783e-16
13,,69,54,0,54,0.0007037235319472737,6.942154046181393e-10,5.551115123125783e-16
