m,n,R,s,seed,ker_dim,s_val,decomp_error,w
8,24,124,124,0,124,0.0027593573427350934,1.439934399913798e-10,1.1102230246251565e-15
5,40,125,125,0,125,0.0009290373584457858,7.697058814714258e-10,9.992007221626409e-16
3,73,126,126,0,126,3.855672124556793e-05,3.491032943863304e-09,1.1102230246251565e-15
6,33,126,126,0,126,0.0010456050146059358,3.259353820806953e-10,1.1102230246251565e-15
12,16,126,126,0,126,0.001432424063486464,3.5155699692897963e-10,1.4432899320127035e-15
7,28,126,126,0,126,0.001647443044539367,5.517587655655573e-10,7.771561172376096e-16
4,52,126,126,0,126,0.001057710515606361,2.036251720227653e-10,1.5543122344752192e-15
3,74,127,127,0,127,0.0001884175164061167,8.110463898752634e-11,1.6653345369377348e-15
13,15,128,128,0,128,0.0018849241941316147,1.5998011984429816e-10,1.1102230246251565e-15
5,41,128,128,0,128,0.0012277306065083733,6.92787054600458e-11,1.1102230246251565e-15
4,53,129,129,0,129,0.00012674338646858122,2.602710803726523e-10,1.1102230246251565e-15
14,14,129,129,0,129,0.0006519066098703519,5.187523876747697e-10,1.2212453270876722e-15
9,22,129,129,0,129,0.0013971701295919406,1.4229272427252992e-09,8.881784197001252e-16
3,75,129,129,0,129,0.00022955494223166975,2.7028158339668885e-10,7.771561172376096e-16
8,25,130,130,0,130,0.0004562928032787736,3.573354493813555e-09,1.2212453270876722e-15
6,34,130,130,0,130,0.0005907366173736189,1.8301516245724196e-10,8.881784197001252e-16
11,18,130,130,0,130,0.0008385608119678997,3.7527700143006515e-10,9.992007221626409e-16
7,29,131,131,0,131,0.00021220162763875517,2.199594478156689e-09,1.3322676295501878e-15
10,20,131,131,0,131,0.0010627645411837893,3.525834013964876e-09,1.3322676295501878e-15
3,76,131,131,0,131,0.0001615787597246853,1.8081327120043237e-09,1.6653345369377348e-15
4,54,131,131,0,131,0.0008153117572063475,2.343148989097833e-10,1.1102230246251565e-15
5,42,131,131,0,131,0.001453243148970943,2.792669708662891e-10,1.5543122344752192e-15
3,77,133,133,0,133,6.175871273260086e-06,2.0313987899975594e-09,7.771561172376096e-16
4,55,133,133,0,133,0.0014524722630861258,1.5629875703210823e-09,8.881784197001252e-16
